Season,Win,Net Rating_Diff,AdjEM_Diff,AdjOE_Diff,AdjDE_Diff,eFGPct_Diff,TOPct_Diff,ORPct_Diff,FTRate_Diff
2021,1.0,-8.7,-8.5662,-6.535000000000011,2.0309000000000026,2.8123192600000024,1.1376449499999983,-4.869690819999999,-4.74653369
2021,1.0,-18.700000000000003,-18.74964,-11.430000000000009,7.319800000000001,0.1054363100000017,-0.0326235799999992,-6.66897101,-9.271074770000002
2022,1.0,-7.9,-7.933599999999998,-6.751999999999995,1.1809999999999974,2.382985660000003,3.56740018,-5.290215580000002,4.178134259999997
2022,1.0,-13.3,-13.27645,-12.373999999999995,0.9033000000000015,-2.16249217,1.35372162,-9.856105109999998,0.9960310500000028
2022,1.0,-18.4,-18.47945,-19.732,-1.2520999999999989,-5.6355935200000005,3.436284650000001,-6.800520479999999,9.4082933
2023,1.0,-8.3,-8.35577,2.625,10.981700000000004,3.791846409999998,2.112251670000001,3.356375810000003,0.0201591500000049
2023,1.0,-13.9,-13.86647,-8.759,5.1077999999999975,-4.292891089999998,-1.92110443,-2.5821633099999985,-5.427496269999999
2023,1.0,-31.6,-31.60195,-11.004000000000003,20.597799999999992,-0.5778637400000051,-0.8418659700000006,-7.411909900000001,-9.2831059
2024,1.0,-10.7,-10.766890000000002,-12.670000000000002,-1.9033999999999909,-4.80278422,2.0959685599999998,-2.930729699999997,7.101245800000001
2024,1.0,-15.6,-15.56642,-12.866000000000014,2.700000000000003,-5.2138499,1.625445409999999,1.5021343599999994,0.3531899299999992
2024,1.0,-7.6,-7.6396,-6.238,1.4017000000000053,1.651563209999999,-0.0009405200000003,1.5612703199999984,1.132088869999997
2024,1.0,-18.9,-18.91601,-9.503,9.412499999999994,-2.118179310000002,-0.7815326200000001,-5.081753989999996,-10.49998559
2008,1.0,-5.099999999999998,-5.1144,-1.6610000000000014,3.4536000000000087,-2.241499999999995,-2.0139,0.7882000000000033,-4.2791
2010,1.0,-13.099999999999998,-12.9803,-10.75500000000001,2.225999999999999,-5.541799999999995,-0.7576,-5.953600000000002,-4.212400000000002
2010,1.0,-7.700000000000001,-7.639400000000002,2.2319999999999998,9.871300000000003,5.2164,3.756599999999999,1.0533,-3.290399999999998
2011,1.0,-10.700000000000005,-10.6147,-8.268,2.347200000000001,-3.0635000000000048,-1.5417000000000023,-9.936500000000002,-5.204299999999996
2011,1.0,-6.299999999999997,-6.2819,1.9350000000000025,8.21690000000001,3.8800000000000026,1.613099999999999,-3.4242999999999952,0.4403999999999968
2011,1.0,-6.399999999999999,-6.491099999999999,-16.455,-9.963400000000007,-4.4651,6.275200000000002,2.8811000000000035,-7.024099999999997
2011,1.0,-11.3,-11.301000000000002,-3.9180000000000064,7.3829000000000065,0.3622999999999976,1.3506,-1.7646000000000015,2.6111000000000004
2012,1.0,-6.900000000000002,-6.828200000000001,0.9549999999999984,7.783200000000008,-0.9720999999999976,-0.8440000000000012,0.6692999999999998,-2.5794
2013,1.0,-7.5,-7.5075,-8.732000000000014,-1.2242999999999995,-4.904600000000002,2.2353000000000023,0.2262999999999948,-4.295200000000001
2013,1.0,-11.099999999999998,-11.16276,-2.843999999999994,8.318600000000004,3.0518999999999963,2.898299999999999,0.6983000000000033,-0.1587999999999993
2014,1.0,-7.400000000000002,-7.3683,-0.7960000000000065,6.572400000000002,4.1691,3.367700000000001,-4.092300000000002,2.4106999999999985
2014,1.0,-8.600000000000001,-8.542100000000001,-6.838000000000008,1.703400000000002,-2.871699999999997,-2.2356000000000016,-8.049399999999999,-3.2712000000000003
2015,1.0,-14.7,-14.7212,-7.7960000000000065,6.92519999999999,-6.014900000000004,-0.2164999999999999,1.4174999999999969,-6.400599999999997
2015,1.0,-8.400000000000002,-8.3396,1.003,9.342799999999997,2.663699999999998,1.7033999999999985,-0.7947999999999951,-2.1887000000000043
2016,1.0,-6.0,-5.9739,-7.032000000000011,-1.0575000000000043,-2.8481000000000023,-0.2903999999999982,-2.079039999999999,-3.74747
2017,1.0,-6.899999999999999,-6.895800000000001,-7.350999999999999,-0.455600000000004,-5.43720055,-0.0280442399999998,5.587340319999996,-2.04694722
2018,1.0,-5.800000000000001,-5.878399999999999,-3.2319999999999998,2.6464,6.893470049999998,1.241314280000001,-11.30254338,-3.2957645199999988
2018,1.0,-8.200000000000003,-8.2102,6.774000000000001,14.9846,3.5905783199999988,-3.501611829999998,-11.91073295,0.282395000000001
2018,1.0,-10.599999999999998,-10.595999999999998,-12.158,-1.5619999999999976,-9.996534430000004,-0.0360101900000024,-2.27168202,4.5793843300000034
2018,1.0,-6.700000000000003,-6.632100000000001,-8.989000000000004,-2.3569999999999998,-0.5650424299999983,2.456463100000001,-3.4469123900000014,4.018372230000001
2021,1.0,-10.2,-10.1915,-11.385999999999996,-1.1944999999999908,-1.6619603299999994,-1.5075946299999998,-0.5360871999999972,-1.1459644600000018
2021,1.0,-10.9,-10.9533,-3.3149999999999977,7.637500000000003,-0.7434410900000046,2.081949600000001,5.93942101,7.570687720000002
2021,1.0,-11.999999999999998,-12.122039999999998,-1.784000000000006,10.3378,-0.1102505799999988,-5.71173832,-8.41974217,-5.994942239999997
2022,1.0,-8.400000000000002,-8.488499999999998,2.366,10.854100000000004,1.4816902200000044,-0.4579575499999997,-1.4839691800000026,0.4305913600000011
2022,1.0,-6.899999999999999,-6.9068000000000005,-3.629000000000005,3.277699999999996,-1.286801159999996,-1.4776171299999987,-4.465552680000002,1.3063908399999988
2022,1.0,-8.100000000000001,-8.177249999999999,-11.24799999999999,-3.070300000000003,-5.16659756,2.995948500000001,-4.4180135400000005,5.069900259999997
2022,1.0,-8.399999999999999,-8.4007,1.2139999999999986,9.614599999999996,3.4628517200000037,-2.772926719999999,-11.21869076,-2.75458218
2010,1.0,-5.100000000000001,-5.165000000000003,-7.533000000000001,-2.36760000000001,-6.574799999999996,-2.750899999999998,-6.830099999999998,10.023599999999997
2010,1.0,-6.5,-6.492800000000003,-8.607,-2.1132999999999957,-5.508099999999999,1.5600999999999985,3.044800000000002,-0.1372
2011,1.0,-8.799999999999997,-8.763200000000001,-2.2889999999999877,6.474700000000013,0.3783999999999992,1.5187999999999988,-1.1766999999999967,6.112899999999996
2011,1.0,-9.400000000000002,-9.3809,-9.974999999999994,-0.5938000000000017,-1.994800000000005,3.5511,-1.3628,8.456000000000003
2011,1.0,-7.699999999999999,-7.646899999999999,-7.189999999999998,0.4570999999999969,-3.977499999999999,0.3603999999999985,-2.092499999999994,-0.9139000000000052
2012,1.0,-7.100000000000001,-7.1961999999999975,-8.510999999999996,-1.3153999999999968,-5.384399999999999,1.032700000000002,-0.7954000000000008,-1.579899999999995
2014,1.0,-7.899999999999999,-7.851800000000001,-0.5900000000000034,7.262399999999999,-3.584600000000002,2.7865,4.767400000000002,10.521099999999995
2017,1.0,-6.600000000000001,-6.6083,-2.682000000000002,3.9258000000000095,-1.7766345199999949,1.7697919099999986,1.2579687400000026,0.5341087600000023
2018,1.0,-5.199999999999999,-5.2654,-3.7950000000000017,1.4698999999999955,-3.81017249,1.754408680000001,-0.7871637000000007,4.922777529999998
2018,1.0,-5.599999999999998,-5.670399999999999,-5.691999999999993,-0.0220999999999946,0.7724796500000011,-1.4449058100000016,-9.73431445,-10.17716481
2022,1.0,-11.5,-11.485699999999998,-10.807999999999993,0.6768999999999892,-10.110568689999994,1.2420275699999994,0.4404635700000021,6.532183299999996
2022,1.0,-15.099999999999998,-15.11865,-20.715999999999998,-5.597000000000008,-9.038004479999998,2.6305020200000016,-4.34296281,-0.773607240000004
2023,1.0,-9.8,-9.7772,1.0,10.77709999999999,1.9933856500000005,0.6349128699999991,-5.330166419999998,1.8332247499999996
2023,1.0,-6.900000000000002,-6.939599999999999,-4.73899999999999,2.201300000000004,-2.804358570000005,-1.393038009999998,-2.5895623799999967,-3.40474133
2024,1.0,-7.100000000000001,-7.114900000000002,-2.519999999999996,4.594899999999996,-0.6920266500000025,-1.2400774200000004,-8.366153480000001,-5.630775840000002
2024,1.0,-7.1,-7.115499999999999,-3.8939999999999912,3.221999999999994,-4.306098849999998,-0.520753749999999,2.41527267,6.445531750000001
2011,1.0,-14.8,-14.8857,-6.973000000000013,7.912800000000004,-5.899000000000001,-1.967299999999998,-6.142699999999998,-2.3063999999999965
2013,1.0,-5.099999999999998,-5.115400000000001,-3.3020000000000067,1.813900000000004,-0.6088999999999984,3.263800000000004,6.144099999999998,1.0789000000000044
2016,1.0,-11.0,-11.0773,-7.932000000000002,3.144999999999996,-4.7622,3.0112999999999985,3.62688,3.273229999999998
2017,1.0,-6.599999999999998,-6.693399999999997,-8.025999999999996,-1.332499999999996,-4.256747020000006,1.458868080000002,1.8102805599999956,0.1681854599999965
2018,1.0,-5.300000000000001,-5.3674,-1.5899999999999892,3.777499999999989,1.5799104700000015,-0.894784210000001,-9.38214896,-7.521805119999996
2021,1.0,-7.900000000000002,-7.920800000000003,0.7660000000000053,8.686599999999999,-6.718821180000006,-0.6391235799999997,2.801356180000002,3.3880909300000006
2021,1.0,-7.300000000000001,-7.241999999999997,-0.671999999999997,6.570499999999996,-2.6718033699999992,-0.8819189500000011,0.8214981899999998,1.2398584499999998
2023,1.0,-6.5,-6.495000000000001,2.594999999999999,9.089399999999998,0.9873307200000028,-0.255009900000001,3.4818149699999985,0.1655952900000024
2024,1.0,-10.499999999999998,-10.5712,-7.326999999999998,3.244900000000001,-3.893734619999997,-0.6534122799999995,-3.919206349999996,-2.3664662000000014
2014,1.0,-6.399999999999999,-6.4373000000000005,-2.9420000000000077,3.4954999999999927,-0.6148999999999987,-0.1981999999999999,-5.032500000000002,-3.9711
2022,1.0,-5.099999999999998,-5.016500000000001,-6.698999999999998,-1.6828000000000003,-4.190339129999998,1.4307888699999989,0.2244968899999975,1.664931020000001
