Season,GameID,Team,VS,TeamID,OpponentID,Net Rating_Diff,AdjEM_Diff,AdjOE_Diff,AdjDE_Diff,eFGPct_Diff,TOPct_Diff,ORPct_Diff,FTRate_Diff
2025,100,Ole Miss,Houston,1120,1106,-13.4,-13.3713,-5.372,7.9988,-1.59212234,-1.86643304,-10.78071993,7.43854025
